ID,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE_34kt,SE_34kt,SW_34kt,NW_34kt,NE_50kt,SE_50kt,SW_50kt,NW_50kt,NE_64kt,SE_64kt,SW_64kt,NW_64kt
AL042014, 2014-08-30T18:00:00Z, U, EX, 54.0, -32.0, 60.0, 971.0, 240.0, 300.0, 360.0, 200.0, 100.0, 140.0, 100.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL012006, 2006-06-18T12:00:00Z, U, EX, 54.5, -12.0, 30.0, 995.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-01T06:00:00Z, U, TS, 26.0, -86.8, 55.0, 995.0, 130.0, 130.0, 90.0, 0.0, 80.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122017, 2017-09-21T00:00:00Z, U, TS, 39.4, -68.5, 55.0, 979.0, 190.0, 180.0, 180.0, 180.0, 50.0, 80.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0
AL032011, 2011-07-23T00:00:00Z, U, LO, 48.4, -32.1, 40.0, 1003.0, 60.0, 100.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132004, 2004-09-23T12:00:00Z, U, TS, 13.1, -40.0, 35.0, 1003.0, 50.0, 50.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL212010, 2010-11-01T06:00:00Z, U, TS, 13.9, -67.1, 45.0, 1003.0, 150.0, 60.0, 30.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152017, 2017-09-17T12:00:00Z, U, TS, 13.3, -55.7, 60.0, 990.0, 60.0, 40.0, 30.0, 50.0, 30.0, 20.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-08-29T06:00:00Z, U, TD, 23.4, -83.3, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL292005, 2005-11-28T00:00:00Z, U, TS, 29.1, -27.5, 60.0, 983.0, 120.0, 120.0, 90.0, 120.0, 60.0, 60.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-27T12:00:00Z, U, LO, 24.6, -48.1, 25.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172005, 2005-09-18T12:00:00Z, U, TS, 14.9, -55.5, 50.0, 996.0, 40.0, 60.0, 20.0, 30.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052010, 2010-08-11T18:00:00Z, U, LO, 28.0, -87.5, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062017, 2017-08-01T18:00:00Z, U, TD, 29.7, -78.6, 30.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172011, 2011-10-07T00:00:00Z, U, HU, 28.7, -58.8, 80.0, 976.0, 60.0, 75.0, 60.0, 75.0, 45.0, 45.0, 35.0, 35.0, 25.0, 25.0, 20.0, 15.0
AL132013, 2013-10-22T00:00:00Z, U, TS, 29.1, -54.2, 35.0, 1008.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072010, 2010-09-01T18:00:00Z, U, HU, 25.9, -72.7, 115.0, 941.0, 220.0, 180.0, 120.0, 220.0, 120.0, 120.0, 80.0, 100.0, 80.0, 70.0, 40.0, 60.0
AL082005, 2005-08-06T12:00:00Z, U, TS, 33.5, -56.7, 50.0, 995.0, 105.0, 60.0, 25.0, 75.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032012, 2012-06-19T00:00:00Z, U, SS, 38.6, -60.4, 40.0, 1003.0, 60.0, 60.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042010, 2010-08-06T12:00:00Z, U, TS, 27.0, -67.1, 40.0, 1007.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162011, 2011-09-28T18:00:00Z, U, TS, 18.7, -60.1, 45.0, 1001.0, 75.0, 75.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062004, 2004-08-25T12:00:00Z, U, TD, 11.3, -38.3, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052012, 2012-08-05T18:00:00Z, U, TS, 15.1, -77.8, 45.0, 1005.0, 110.0, 80.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142010, 2010-09-23T06:00:00Z, U, TD, 17.5, -29.3, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-04T12:00:00Z, U, EX, 36.9, -70.1, 60.0, 998.0, 190.0, 170.0, 150.0, 180.0, 130.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0
AL162005, 2005-09-09T06:00:00Z, U, TS, 28.9, -79.3, 55.0, 990.0, 60.0, 60.0, 60.0, 50.0, 25.0, 25.0, 25.0, 25.0, 0.0, 0.0, 0.0, 0.0
AL062008, 2008-08-26T00:00:00Z, U, TD, 32.7, -88.6, 20.0, 1002.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122004, 2004-09-17T00:00:00Z, U, TS, 11.2, -33.3, 40.0, 1002.0, 40.0, 30.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142010, 2010-09-20T00:00:00Z, U, LO, 15.2, -32.0, 25.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042014, 2014-08-31T06:00:00Z, U, EX, 61.0, -27.0, 60.0, 963.0, 200.0, 270.0, 240.0, 200.0, 100.0, 140.0, 100.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL182011, 2011-10-26T12:00:00Z, U, HU, 17.7, -85.4, 85.0, 973.0, 80.0, 80.0, 80.0, 100.0, 50.0, 50.0, 50.0, 50.0, 20.0, 20.0, 20.0, 20.0
AL152016, 2016-10-11T00:00:00Z, U, TS, 26.5, -65.5, 50.0, 992.0, 90.0, 90.0, 60.0, 60.0, 40.0, 40.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL052007, 2007-08-17T12:00:00Z, U, LO, 30.5, -100.6, 20.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062005, 2005-07-26T18:00:00Z, U, TS, 32.2, -68.3, 35.0, 1001.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062012, 2012-08-05T00:00:00Z, U, TS, 15.8, -32.5, 50.0, 1002.0, 70.0, 50.0, 20.0, 60.0, 30.0, 20.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL062016, 2016-08-23T18:00:00Z, U, LO, 26.3, -64.9, 20.0, 1015.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012008, 2008-05-31T18:00:00Z, U, TS, 18.2, -88.8, 35.0, 1005.0, 225.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092012, 2012-08-29T18:00:00Z, U, TS, 29.7, -90.8, 60.0, 973.0, 180.0, 150.0, 150.0, 90.0, 60.0, 60.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL312005, 2006-01-04T12:00:00Z, U, TS, 21.9, -43.6, 45.0, 1000.0, 125.0, 50.0, 25.0, 125.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162005, 2005-09-08T18:00:00Z, U, TS, 28.6, -79.5, 60.0, 988.0, 70.0, 70.0, 70.0, 70.0, 25.0, 30.0, 30.0, 25.0, 0.0, 0.0, 0.0, 0.0
AL062007, 2007-09-05T18:00:00Z, U, LO, 16.1, -88.3, 20.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092010, 2010-09-03T00:00:00Z, U, LO, 13.8, -40.1, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082017, 2017-08-18T12:00:00Z, U, EX, 48.8, -37.8, 35.0, 996.0, 300.0, 300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012015, 2015-05-06T06:00:00Z, U, LO, 26.8, -79.2, 25.0, 1016.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162005, 2005-09-15T06:00:00Z, U, HU, 34.5, -76.3, 70.0, 982.0, 120.0, 120.0, 100.0, 50.0, 75.0, 75.0, 60.0, 35.0, 35.0, 35.0, 30.0, 25.0
AL102009, 2009-10-09T06:00:00Z, U, LO, 20.6, -63.5, 20.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072010, 2010-08-25T12:00:00Z, U, TS, 14.3, -29.7, 35.0, 1006.0, 50.0, 30.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162004, 2004-12-01T06:00:00Z, U, TS, 31.9, -50.8, 40.0, 997.0, 150.0, 60.0, 60.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092006, 2006-09-19T06:00:00Z, U, HU, 24.3, -51.7, 95.0, 960.0, 175.0, 175.0, 150.0, 175.0, 100.0, 75.0, 60.0, 100.0, 60.0, 50.0, 40.0, 50.0
AL152013, 2013-12-07T12:00:00Z, U, LO, 37.1, -27.8, 30.0, 1003.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-19T00:00:00Z, U, TS, 13.7, -37.6, 35.0, 1005.0, 80.0, 80.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL232005, 2005-10-09T06:00:00Z, U, SD, 29.3, -63.3, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172011, 2011-09-26T12:00:00Z, U, TS, 14.9, -33.6, 50.0, 1003.0, 60.0, 45.0, 45.0, 60.0, 25.0, 20.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL072013, 2013-09-12T18:00:00Z, U, TS, 34.0, -67.9, 35.0, 1008.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062015, 2015-09-06T12:00:00Z, U, TD, 25.3, -43.2, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152008, 2008-10-20T06:00:00Z, U, LO, 37.0, -46.2, 25.0, 1014.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092004, 2004-09-18T12:00:00Z, U, TD, 38.4, -76.7, 15.0, 1000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062008, 2008-08-16T12:00:00Z, U, TS, 18.8, -72.9, 40.0, 1007.0, 90.0, 60.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042015, 2015-08-17T12:00:00Z, U, LO, 9.7, -31.5, 25.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142017, 2017-09-25T18:00:00Z, U, HU, 30.6, -50.2, 75.0, 984.0, 30.0, 30.0, 30.0, 30.0, 20.0, 20.0, 20.0, 20.0, 10.0, 10.0, 10.0, 10.0
AL042004, 2004-08-16T18:00:00Z, U, HU, 19.0, -38.2, 95.0, 964.0, 75.0, 90.0, 60.0, 60.0, 60.0, 60.0, 40.0, 40.0, 25.0, 25.0, 20.0, 20.0
AL092017, 2017-08-28T06:00:00Z, U, TS, 28.6, -96.5, 40.0, 997.0, 150.0, 150.0, 30.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112015, 2015-09-29T18:00:00Z, U, TS, 26.0, -70.8, 55.0, 992.0, 60.0, 80.0, 0.0, 0.0, 30.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042014, 2014-08-24T06:00:00Z, U, TS, 22.6, -72.9, 35.0, 1002.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162017, 2017-10-08T18:00:00Z, U, TD, 34.1, -87.1, 25.0, 996.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132004, 2004-09-25T00:00:00Z, U, TD, 14.3, -44.4, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL252005, 2005-10-15T18:00:00Z, U, TD, 17.6, -78.5, 25.0, 1004.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102008, 2008-09-05T12:00:00Z, U, TS, 15.6, -34.5, 40.0, 1003.0, 120.0, 0.0, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102016, 2016-09-12T06:00:00Z, U, TS, 20.5, -49.3, 35.0, 1007.0, 120.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042016, 2016-06-20T18:00:00Z, U, TS, 21.3, -96.8, 35.0, 1008.0, 50.0, 50.0, 30.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042013, 2013-07-28T18:00:00Z, U, DB, 20.1, -60.3, 30.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052013, 2013-08-17T06:00:00Z, U, TS, 18.8, -34.7, 40.0, 1006.0, 60.0, 50.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062004, 2004-08-25T00:00:00Z, U, TD, 11.1, -35.2, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172012, 2012-10-24T12:00:00Z, U, EX, 42.1, -17.5, 30.0, 995.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL252005, 2005-10-16T06:00:00Z, U, TD, 17.5, -79.0, 30.0, 1003.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL192010, 2010-10-24T06:00:00Z, U, HU, 16.5, -85.2, 65.0, 992.0, 90.0, 60.0, 40.0, 70.0, 20.0, 10.0, 10.0, 20.0, 10.0, 0.0, 0.0, 0.0
AL092005, 2005-08-13T18:00:00Z, U, TS, 30.8, -69.4, 60.0, 1000.0, 90.0, 75.0, 60.0, 60.0, 30.0, 30.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-28T00:00:00Z, U, LO, 24.1, -49.3, 20.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152016, 2016-10-19T00:00:00Z, U, EX, 55.1, -38.0, 50.0, 968.0, 270.0, 300.0, 300.0, 150.0, 120.0, 150.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062007, 2007-09-02T18:00:00Z, U, HU, 13.4, -71.1, 115.0, 962.0, 100.0, 75.0, 40.0, 100.0, 40.0, 35.0, 25.0, 40.0, 25.0, 20.0, 15.0, 25.0
AL092005, 2005-08-13T12:00:00Z, U, TS, 30.0, -69.0, 60.0, 997.0, 75.0, 75.0, 60.0, 60.0, 30.0, 30.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL182012, 2012-10-25T00:00:00Z, U, HU, 18.9, -76.4, 85.0, 964.0, 180.0, 240.0, 70.0, 70.0, 50.0, 60.0, 40.0, 40.0, 30.0, 30.0, 25.0, 25.0
AL152017, 2017-09-29T12:00:00Z, U, TS, 37.0, -62.0, 50.0, 988.0, 100.0, 210.0, 220.0, 180.0, 0.0, 90.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092012, 2012-08-21T12:00:00Z, U, TD, 15.0, -51.6, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142008, 2008-10-13T00:00:00Z, U, TS, 16.5, -38.4, 35.0, 1004.0, 85.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152010, 2010-09-25T06:00:00Z, U, TS, 15.8, -86.1, 45.0, 998.0, 150.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032007, 2007-07-31T12:00:00Z, U, TS, 39.1, -64.2, 45.0, 999.0, 90.0, 150.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022014, 2014-07-20T00:00:00Z, U, LO, 9.7, -31.8, 20.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132011, 2011-09-03T18:00:00Z, U, SS, 29.2, -92.2, 45.0, 989.0, 200.0, 175.0, 120.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012010, 2010-06-29T00:00:00Z, U, TS, 20.7, -91.7, 55.0, 987.0, 60.0, 60.0, 30.0, 60.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082014, 2014-10-13T23:15:00Z, L, HU, 18.2, -63.1, 75.0, 984.0, 90.0, 60.0, 40.0, 90.0, 30.0, 20.0, 20.0, 30.0, 15.0, 10.0, 0.0, 15.0
AL122004, 2004-09-27T18:00:00Z, U, EX, 65.3, 12.0, 35.0, 989.0, 0.0, 180.0, 180.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112012, 2012-08-30T06:00:00Z, U, TS, 26.1, -48.6, 55.0, 992.0, 60.0, 40.0, 20.0, 40.0, 20.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL062007, 2007-09-02T12:00:00Z, U, HU, 13.0, -69.4, 90.0, 980.0, 100.0, 75.0, 40.0, 90.0, 40.0, 30.0, 25.0, 35.0, 20.0, 15.0, 15.0, 20.0
AL172008, 2008-11-12T18:00:00Z, U, LO, 21.4, -81.7, 20.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122010, 2010-09-21T18:00:00Z, U, LO, 34.5, -41.9, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162010, 2010-09-28T06:00:00Z, U, LO, 19.8, -83.5, 30.0, 1003.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142017, 2017-09-22T12:00:00Z, U, TD, 30.0, -48.9, 25.0, 1014.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052017, 2017-07-17T18:00:00Z, U, TS, 11.0, -52.2, 40.0, 1007.0, 20.0, 20.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012004, 2004-08-01T18:00:00Z, U, TS, 31.6, -79.2, 35.0, 1009.0, 0.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102008, 2008-09-06T12:00:00Z, U, LO, 16.7, -37.3, 25.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042006, 2006-08-04T18:00:00Z, U, LO, 21.3, -72.2, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL222005, 2005-10-06T06:00:00Z, U, TS, 31.3, -82.8, 35.0, 1005.0, 230.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012013, 2013-06-08T12:00:00Z, U, EX, 42.4, -70.4, 40.0, 999.0, 0.0, 220.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032014, 2014-08-04T06:00:00Z, U, TS, 25.4, -73.5, 60.0, 1004.0, 140.0, 100.0, 0.0, 40.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172011, 2011-10-04T00:00:00Z, U, HU, 23.8, -56.6, 65.0, 992.0, 90.0, 75.0, 45.0, 60.0, 30.0, 30.0, 0.0, 20.0, 20.0, 15.0, 0.0, 10.0
AL072011, 2011-08-15T00:00:00Z, U, TS, 29.6, -63.3, 45.0, 1006.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022008, 2008-07-19T12:00:00Z, U, HU, 42.1, -46.3, 65.0, 989.0, 175.0, 175.0, 110.0, 75.0, 75.0, 50.0, 50.0, 40.0, 40.0, 40.0, 0.0, 0.0
AL172011, 2011-10-01T12:00:00Z, U, TS, 24.4, -47.6, 60.0, 997.0, 90.0, 45.0, 45.0, 75.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0
AL282005, 2005-11-15T00:00:00Z, U, TD, 14.2, -65.0, 30.0, 1004.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112015, 2015-09-28T18:00:00Z, U, TD, 27.4, -70.0, 30.0, 1003.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172012, 2012-10-14T00:00:00Z, U, TS, 17.9, -63.5, 45.0, 1004.0, 150.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082014, 2014-10-11T18:00:00Z, U, LO, 16.4, -54.9, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142016, 2016-10-01T18:00:00Z, U, HU, 13.4, -73.3, 130.0, 942.0, 170.0, 90.0, 70.0, 170.0, 70.0, 40.0, 30.0, 50.0, 20.0, 20.0, 15.0, 25.0
AL162005, 2005-09-13T12:00:00Z, U, TS, 32.1, -78.0, 60.0, 989.0, 140.0, 120.0, 100.0, 100.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0
AL142011, 2011-09-07T00:00:00Z, U, TS, 11.9, -37.5, 35.0, 1007.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122016, 2016-09-23T12:00:00Z, U, TS, 28.2, -64.9, 50.0, 992.0, 80.0, 70.0, 50.0, 80.0, 30.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL132004, 2004-10-03T06:00:00Z, U, EX, 44.5, -30.0, 45.0, 1000.0, 0.0, 125.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082010, 2010-09-03T12:00:00Z, U, TS, 28.5, -66.7, 35.0, 1010.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-27T00:00:00Z, U, TD, 24.3, -47.2, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092011, 2011-08-27T00:00:00Z, U, HU, 32.1, -77.1, 75.0, 952.0, 225.0, 225.0, 140.0, 140.0, 125.0, 125.0, 90.0, 75.0, 80.0, 80.0, 40.0, 40.0
AL302005, 2005-12-08T12:00:00Z, U, TD, 26.5, -40.0, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-16T12:00:00Z, U, HU, 18.6, -68.5, 70.0, 984.0, 35.0, 20.0, 20.0, 35.0, 25.0, 0.0, 0.0, 25.0, 20.0, 0.0, 0.0, 20.0
AL062009, 2009-09-02T12:00:00Z, U, TS, 16.4, -59.9, 35.0, 1008.0, 125.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032012, 2012-06-18T06:00:00Z, U, LO, 35.1, -62.8, 35.0, 1004.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172010, 2010-10-07T06:00:00Z, U, SS, 23.4, -68.3, 50.0, 990.0, 100.0, 100.0, 80.0, 80.0, 0.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082014, 2014-10-17T06:00:00Z, U, HU, 28.6, -67.2, 115.0, 945.0, 140.0, 150.0, 110.0, 110.0, 80.0, 80.0, 60.0, 60.0, 50.0, 50.0, 35.0, 35.0
AL062008, 2008-08-25T00:00:00Z, U, TD, 31.3, -90.0, 30.0, 1001.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122012, 2012-09-05T18:00:00Z, U, HU, 25.8, -62.7, 70.0, 982.0, 150.0, 200.0, 60.0, 140.0, 80.0, 60.0, 30.0, 50.0, 20.0, 20.0, 15.0, 15.0
AL042005, 2005-07-10T12:00:00Z, U, HU, 28.5, -86.3, 120.0, 930.0, 175.0, 200.0, 90.0, 115.0, 100.0, 75.0, 30.0, 50.0, 25.0, 25.0, 15.0, 25.0
